id	class	gender	race	name
120100	Archer	Common	Common	Velik's Mark I
120100	Assassin	Common	Common	Skyfall I
120100	Berserker	Common	Common	Unchained Anger I
120100	Elementalist	Common	Common	Vow of Rebirth
120100	Fighter	Common	Common	Retaliate I
120100	Glaiver	Common	Common	Ragnarok I
120100	Lancer	Common	Common	Infuriate
120100	Priest	Common	Common	Resurrect
120100	Slayer	Common	Common	Heart Thrust I
120100	Sorcerer	Common	Common	Void Pulse I
120100	Soulless	Common	Common	Shadow Burst I
120100	Warrior	Common	Common	Leaping Strike I
120101	Soulless	Common	Common	Shadow Burst I
120120	Engineer	Common	Common	Electric Bomb I
120130	Glaiver	Common	Common	Ragnarok I
120130	Soulless	Common	Common	Shadow Burst I
120199	Glaiver	Common	Common	Ragnarok I
120200	Archer	Common	Common	Velik's Mark II
120200	Assassin	Common	Common	Skyfall II
120200	Berserker	Common	Common	Unchained Anger II
120200	Fighter	Common	Common	Retaliate II
120200	Slayer	Common	Common	Heart Thrust II
120200	Sorcerer	Common	Common	Void Pulse II
120200	Soulless	Common	Common	Shadow Burst II
120200	Warrior	Common	Common	Leaping Strike II
120201	Soulless	Common	Common	Shadow Burst II
120220	Engineer	Common	Common	Electric Bomb II
120230	Soulless	Common	Common	Shadow Burst II
120231	Soulless	Common	Common	Enhanced Shadow Burst
120300	Archer	Common	Common	Velik's Mark III
120300	Assassin	Common	Common	Skyfall III
120300	Berserker	Common	Common	Unchained Anger III
120300	Fighter	Common	Common	Retaliate III
120300	Slayer	Common	Common	Heart Thrust III
120300	Sorcerer	Common	Common	Void Pulse III
120300	Warrior	Common	Common	Leaping Strike III
120320	Engineer	Common	Common	Electric Bomb III
120400	Assassin	Common	Common	Skyfall IV
120400	Berserker	Common	Common	Unchained Anger IV
120400	Fighter	Common	Common	Retaliate IV
120400	Slayer	Common	Common	Heart Thrust IV
120400	Sorcerer	Common	Common	Void Pulse IV
120400	Warrior	Common	Common	Leaping Strike IV
120420	Engineer	Common	Common	Electric Bomb IV
120500	Assassin	Common	Common	Skyfall V
120500	Berserker	Common	Common	Unchained Anger V
120500	Fighter	Common	Common	Retaliate V
120500	Slayer	Common	Common	Heart Thrust V
120500	Sorcerer	Common	Common	Void Pulse V
120500	Warrior	Common	Common	Leaping Strike V
120520	Engineer	Common	Common	Electric Bomb V
120600	Assassin	Common	Common	Skyfall VI
120600	Berserker	Common	Common	Unchained Anger VI
120600	Fighter	Common	Common	Retaliate VI
120600	Slayer	Common	Common	Heart Thrust VI
120600	Sorcerer	Common	Common	Void Pulse VI
120600	Warrior	Common	Common	Leaping Strike VI
120620	Engineer	Common	Common	Electric Bomb VI
120700	Assassin	Common	Common	Skyfall VII
120700	Berserker	Common	Common	Unchained Anger VII
120700	Fighter	Common	Common	Retaliate VII
120700	Slayer	Common	Common	Heart Thrust VII
120700	Sorcerer	Common	Common	Void Pulse VII
120700	Warrior	Common	Common	Leaping Strike VII
120720	Engineer	Common	Common	Electric Bomb VI
120800	Assassin	Common	Common	Skyfall VIII
120800	Berserker	Common	Common	Unchained Anger VIII
120800	Fighter	Common	Common	Retaliate VIII
120800	Slayer	Common	Common	Heart Thrust VIII
120800	Sorcerer	Common	Common	Void Pulse VIII
120800	Warrior	Common	Common	Leaping Strike VIII
120900	Assassin	Common	Common	Skyfall IX
120900	Fighter	Common	Common	Retaliate IX
120900	Slayer	Common	Common	Heart Thrust IX
120900	Sorcerer	Common	Common	Void Pulse IX
121000	Assassin	Common	Common	Skyfall X
121000	Fighter	Common	Common	Retaliate X
121000	Slayer	Common	Common	Heart Thrust X
121100	Assassin	Common	Common	Skyfall XI
121100	Slayer	Common	Common	Heart Thrust XI
121101	Slayer	Common	Common	Heart Thrust XI
121102	Slayer	Common	Common	Heart Thrust XI
121130	Slayer	Common	Common	Heart Thrust XI
130100	Assassin	Common	Common	Circle of Steel I
130100	Berserker	Common	Common	Retaliate I
130100	Elementalist	Common	Common	Aura of the Merciless I
130100	Engineer	Common	Common	Balder's Vengeance I
130100	Fighter	Common	Common	Provoke I
130100	Glaiver	Common	Common	Bloodflower I
130100	Lancer	Common	Common	Spring Attack I
130100	Slayer	Common	Common	Stunning Backhand I
130100	Sorcerer	Common	Common	Mindblast I
130100	Soulless	Common	Common	Soul Reversal
130100	Warrior	Common	Common	Retaliate I
130120	Soulless	Common	Common	Soul Reversal
130130	Glaiver	Common	Common	Bloodflower I
130130	Lancer	Common	Common	Spring Attack I
130130	Soulless	Common	Common	Soul Reversal
130199	Glaiver	Common	Common	Bloodflower I
130200	Assassin	Common	Common	Circle of Steel II
130200	Berserker	Common	Common	Retaliate II
130200	Elementalist	Common	Common	Aura of the Merciless II
130200	Engineer	Common	Common	Balder's Vengeance II
130200	Fighter	Common	Common	Provoke II
130200	Glaiver	Common	Common	Bloodflower II
130200	Lancer	Common	Common	Spring Attack II
130200	Slayer	Common	Common	Stunning Backhand II
130200	Sorcerer	Common	Common	Mindblast II
130200	Warrior	Common	Common	Retaliate II
130230	Glaiver	Common	Common	Bloodflower II
130230	Lancer	Common	Common	Spring Attack II
130299	Glaiver	Common	Common	Bloodflower II
130300	Assassin	Common	Common	Circle of Steel III
130300	Berserker	Common	Common	Retaliate III
130300	Elementalist	Common	Common	Aura of the Merciless III
130300	Fighter	Common	Common	Provoke III
130300	Glaiver	Common	Common	Bloodflower III
130300	Lancer	Common	Common	Spring Attack III
130300	Slayer	Common	Common	Stunning Backhand III
130300	Sorcerer	Common	Common	Mindblast III
130300	Warrior	Common	Common	Retaliate III
130330	Glaiver	Common	Common	Bloodflower III
130330	Lancer	Common	Common	Spring Attack III
130399	Glaiver	Common	Common	Bloodflower III
130400	Assassin	Common	Common	Circle of Steel IV
130400	Berserker	Common	Common	Retaliate IV
130400	Elementalist	Common	Common	Aura of the Merciless IV
130400	Fighter	Common	Common	Provoke IV
130400	Glaiver	Common	Common	Bloodflower IV
130400	Lancer	Common	Common	Spring Attack IV
130400	Slayer	Common	Common	Stunning Backhand IV
130400	Warrior	Common	Common	Retaliate IV
130430	Glaiver	Common	Common	Bloodflower IV
130430	Lancer	Common	Common	Spring Attack IV
130499	Glaiver	Common	Common	Bloodflower IV
130500	Assassin	Common	Common	Circle of Steel V
130500	Berserker	Common	Common	Retaliate V
130500	Fighter	Common	Common	Provoke V
130500	Glaiver	Common	Common	Bloodflower V
130500	Lancer	Common	Common	Spring Attack V
130500	Slayer	Common	Common	Stunning Backhand V
130500	Warrior	Common	Common	Retaliate V
130530	Glaiver	Common	Common	Bloodflower V
130530	Lancer	Common	Common	Spring Attack V
130599	Glaiver	Common	Common	Bloodflower V
130600	Assassin	Common	Common	Circle of Steel VI
130600	Berserker	Common	Common	Retaliate VI
130600	Fighter	Common	Common	Provoke VI
130600	Glaiver	Common	Common	Bloodflower VI
130600	Lancer	Common	Common	Spring Attack VI
130600	Slayer	Common	Common	Stunning Backhand VI
130600	Warrior	Common	Common	Retaliate VI
130630	Glaiver	Common	Common	Bloodflower VI
130630	Lancer	Common	Common	Spring Attack VI
130699	Glaiver	Common	Common	Bloodflower VI
130700	Assassin	Common	Common	Circle of Steel VII
130700	Berserker	Common	Common	Retaliate VII
130700	Fighter	Common	Common	Provoke VII
130700	Glaiver	Common	Common	Bloodflower VII
130700	Lancer	Common	Common	Spring Attack VII
130700	Slayer	Common	Common	Stunning Backhand VII
130700	Warrior	Common	Common	Retaliate VII
130730	Glaiver	Common	Common	Bloodflower VII
130730	Lancer	Common	Common	Spring Attack VII
130799	Glaiver	Common	Common	Bloodflower VII
130800	Assassin	Common	Common	Circle of Steel VIII
130800	Berserker	Common	Common	Retaliate VIII
130800	Fighter	Common	Common	Provoke VIII
130800	Glaiver	Common	Common	Bloodflower VIII
130800	Lancer	Common	Common	Spring Attack VIII
130800	Slayer	Common	Common	Stunning Backhand VIII
130800	Warrior	Common	Common	Retaliate VIII
130830	Glaiver	Common	Common	Bloodflower VIII
130830	Lancer	Common	Common	Spring Attack VIII
130899	Glaiver	Common	Common	Bloodflower VIII
130900	Assassin	Common	Common	Circle of Steel IX
130900	Berserker	Common	Common	Retaliate IX
130900	Fighter	Common	Common	Provoke XI
130900	Glaiver	Common	Common	Bloodflower IX
130900	Lancer	Common	Common	Spring Attack IX
130900	Slayer	Common	Common	Stunning Backhand IX
130900	Warrior	Common	Common	Retaliate IX
130930	Glaiver	Common	Common	Bloodflower IX
130930	Lancer	Common	Common	Spring Attack IX
130999	Glaiver	Common	Common	Bloodflower IX
131000	Assassin	Common	Common	Circle of Steel X
131000	Berserker	Common	Common	Retaliate X
131000	Glaiver	Common	Common	Bloodflower X
131000	Lancer	Common	Common	Spring Attack X
131000	Warrior	Common	Common	Retaliate X
131030	Glaiver	Common	Common	Bloodflower X
131030	Lancer	Common	Common	Spring Attack X
131099	Glaiver	Common	Common	Bloodflower X
131100	Glaiver	Common	Common	Bloodflower XI
131100	Lancer	Common	Common	Spring Attack XI
131130	Glaiver	Common	Common	Bloodflower XI
131130	Lancer	Common	Common	Spring Attack XI
131199	Glaiver	Common	Common	Bloodflower XI
135100	Glaiver	Common	Common	Bloodflower I
135130	Glaiver	Common	Common	Bloodflower I
135200	Glaiver	Common	Common	Bloodflower II
135230	Glaiver	Common	Common	Bloodflower II
135300	Glaiver	Common	Common	Bloodflower III
135330	Glaiver	Common	Common	Bloodflower III
135400	Glaiver	Common	Common	Bloodflower IV
135430	Glaiver	Common	Common	Bloodflower IV
135500	Glaiver	Common	Common	Bloodflower V
135530	Glaiver	Common	Common	Bloodflower V
135600	Glaiver	Common	Common	Bloodflower VI
135630	Glaiver	Common	Common	Bloodflower VI
135700	Glaiver	Common	Common	Bloodflower VII
135730	Glaiver	Common	Common	Bloodflower VII
135800	Glaiver	Common	Common	Bloodflower VIII
135830	Glaiver	Common	Common	Bloodflower VIII
135900	Glaiver	Common	Common	Bloodflower IX
135930	Glaiver	Common	Common	Bloodflower IX
136000	Glaiver	Common	Common	Bloodflower X
136030	Glaiver	Common	Common	Bloodflower X
136100	Glaiver	Common	Common	Bloodflower XI
136130	Glaiver	Common	Common	Bloodflower XI
140100	Archer	Common	Common	Retaliate I
140100	Assassin	Common	Common	Double Cut I
140100	Elementalist	Common	Common	Aura of the Swift I
140100	Fighter	Common	Common	Infuriate
140100	Glaiver	Common	Common	Evasion I
140100	Priest	Common	Common	Summon: Group
140100	Slayer	Common	Common	Distant Blade I
140100	Sorcerer	Common	Common	Retaliate I
140100	Soulless	Common	Common	Retaliate I
140101	Glaiver	Common	Common	Evasion I
140199	Glaiver	Common	Common	Evasion I
140200	Archer	Common	Common	Retaliate II
140200	Assassin	Common	Common	Double Cut II
140200	Elementalist	Common	Common	Aura of the Swift II
140200	Slayer	Common	Common	Distant Blade II
140200	Sorcerer	Common	Common	Retaliate II
140200	Soulless	Common	Common	Retaliate II
140300	Archer	Common	Common	Retaliate III
140300	Assassin	Common	Common	Double Cut III
140300	Slayer	Common	Common	Distant Blade III
140300	Sorcerer	Common	Common	Retaliate III
140300	Soulless	Common	Common	Retaliate III
140400	Archer	Common	Common	Retaliate IV
140400	Assassin	Common	Common	Double Cut IV
140400	Slayer	Common	Common	Distant Blade IV
140400	Sorcerer	Common	Common	Retaliate IV
140500	Archer	Common	Common	Retaliate V
140500	Assassin	Common	Common	Double Cut V
140500	Slayer	Common	Common	Distant Blade V
140500	Sorcerer	Common	Common	Retaliate V
140600	Archer	Common	Common	Retaliate VI
140600	Assassin	Common	Common	Double Cut VI
140600	Slayer	Common	Common	Distant Blade VI
140600	Sorcerer	Common	Common	Retaliate VI
140700	Archer	Common	Common	Retaliate VII
140700	Assassin	Common	Common	Double Cut VII
140700	Slayer	Common	Common	Distant Blade VII
140700	Sorcerer	Common	Common	Retaliate VII
140800	Archer	Common	Common	Retaliate VIII
140800	Assassin	Common	Common	Double Cut VIII
140800	Slayer	Common	Common	Distant Blade VIII
140800	Sorcerer	Common	Common	Retaliate VIII
140900	Archer	Common	Common	Retaliate IX
140900	Assassin	Common	Common	Double Cut IX
140900	Sorcerer	Common	Common	Retaliate IX
141000	Archer	Common	Common	Retaliate X
141000	Assassin	Common	Common	Double Cut X
141000	Sorcerer	Common	Common	Retaliate X
141100	Assassin	Common	Common	Double Cut XI
150100	Archer	Common	Common	Incendiary Trap I
150100	Assassin	Common	Common	Burning Heart I
150100	Berserker	Common	Common	Vampiric Blow I
150100	Elementalist	Common	Common	Aura of the Unyielding I
150100	Engineer	Common	Common	Replenishment I
150100	Fighter	Common	Common	High Kick I
150100	Glaiver	Common	Common	Windslash I
150100	Lancer	Common	Common	Charging Lunge I
150100	Slayer	Common	Common	Startling Kick I
150100	Soulless	Common	Common	Retribution I
150101	Lancer	Common	Common	Charging Lunge I
150130	Glaiver	Common	Common	Windslash I
150180	Soulless	Common	Common	Retribution I
150199	Glaiver	Common	Common	Windslash I
150200	Archer	Common	Common	Incendiary Trap II
150200	Assassin	Common	Common	Burning Heart II
150200	Berserker	Common	Common	Vampiric Blow II
150200	Elementalist	Common	Common	Aura of the Unyielding II
150200	Engineer	Common	Common	Replenishment II
150200	Fighter	Common	Common	High Kick II
150200	Glaiver	Common	Common	Windslash II
150200	Lancer	Common	Common	Charging Lunge II
150200	Slayer	Common	Common	Startling Kick II
150200	Soulless	Common	Common	Retribution II
150201	Lancer	Common	Common	Charging Lunge II
150230	Glaiver	Common	Common	Windslash II
150280	Soulless	Common	Common	Retribution II
150299	Glaiver	Common	Common	Windslash II
150300	Archer	Common	Common	Incendiary Trap III
150300	Assassin	Common	Common	Burning Heart III
150300	Berserker	Common	Common	Vampiric Blow III
150300	Elementalist	Common	Common	Aura of the Unyielding III
150300	Engineer	Common	Common	Replenishment III
150300	Fighter	Common	Common	High Kick III
150300	Glaiver	Common	Common	Windslash III
150300	Lancer	Common	Common	Charging Lunge III
150300	Slayer	Common	Common	Startling Kick III
150300	Soulless	Common	Common	Retribution III
150301	Lancer	Common	Common	Charging Lunge III
150330	Glaiver	Common	Common	Windslash III
150380	Soulless	Common	Common	Retribution III
150399	Glaiver	Common	Common	Windslash III
150400	Archer	Common	Common	Incendiary Trap IV
150400	Assassin	Common	Common	Burning Heart IV
150400	Berserker	Common	Common	Vampiric Blow IV
150400	Elementalist	Common	Common	Aura of the Unyielding IV
150400	Engineer	Common	Common	Replenishment IV
150400	Fighter	Common	Common	High Kick IV
150400	Glaiver	Common	Common	Windslash IV
150400	Lancer	Common	Common	Charging Lunge IV
150400	Slayer	Common	Common	Startling Kick IV
150401	Lancer	Common	Common	Charging Lunge IV
150430	Glaiver	Common	Common	Windslash IV
150499	Glaiver	Common	Common	Windslash IV
150500	Archer	Common	Common	Incendiary Trap V
150500	Assassin	Common	Common	Burning Heart V
150500	Berserker	Common	Common	Vampiric Blow V
150500	Engineer	Common	Common	Replenishment V
150500	Fighter	Common	Common	High Kick V
150500	Glaiver	Common	Common	Windslash V
150500	Lancer	Common	Common	Charging Lunge V
150500	Slayer	Common	Common	Startling Kick V
150501	Lancer	Common	Common	Charging Lunge V
150530	Glaiver	Common	Common	Windslash V
150599	Glaiver	Common	Common	Windslash V
150600	Archer	Common	Common	Incendiary Trap VI
150600	Assassin	Common	Common	Burning Heart VI
150600	Berserker	Common	Common	Vampiric Blow VI
150600	Engineer	Common	Common	Replenishment VI
150600	Fighter	Common	Common	High Kick VI
150600	Glaiver	Common	Common	Windslash VI
150600	Lancer	Common	Common	Charging Lunge VI
150600	Slayer	Common	Common	Startling Kick VI
150601	Lancer	Common	Common	Charging Lunge VI
150630	Glaiver	Common	Common	Windslash VI
150699	Glaiver	Common	Common	Windslash VI
150700	Archer	Common	Common	Incendiary Trap VII
150700	Assassin	Common	Common	Burning Heart VII
150700	Berserker	Common	Common	Vampiric Blow VII
150700	Engineer	Common	Common	Replenishment VII
150700	Fighter	Common	Common	High Kick VII
150700	Glaiver	Common	Common	Windslash VII
150700	Lancer	Common	Common	Charging Lunge VII
150700	Slayer	Common	Common	Startling Kick VII
150701	Lancer	Common	Common	Charging Lunge VII
150730	Glaiver	Common	Common	Windslash VII
150731	Assassin	Common	Common	Harmonious Burning Heart
150799	Glaiver	Common	Common	Windslash VII
150800	Berserker	Common	Common	Vampiric Blow VIII
150800	Engineer	Common	Common	Replenishment VIII
150800	Fighter	Common	Common	High Kick VIII
150800	Glaiver	Common	Common	Windslash VIII
150800	Lancer	Common	Common	Charging Lunge VIII
150800	Slayer	Common	Common	Startling Kick VIII
150801	Lancer	Common	Common	Charging Lunge VIII
150830	Glaiver	Common	Common	Windslash VIII
150899	Glaiver	Common	Common	Windslash VIII
150900	Berserker	Common	Common	Vampiric Blow IX
150900	Engineer	Common	Common	Replenishment IX
150900	Fighter	Common	Common	High Kick IX
150900	Glaiver	Common	Common	Windslash IX
150900	Lancer	Common	Common	Charging Lunge IX
150900	Slayer	Common	Common	Startling Kick IX
150901	Lancer	Common	Common	Charging Lunge IX
150930	Glaiver	Common	Common	Windslash IX
150999	Glaiver	Common	Common	Windslash IX
151000	Berserker	Common	Common	Vampiric Blow X
151000	Engineer	Common	Common	Replenishment X
151000	Fighter	Common	Common	High Kick X
151000	Glaiver	Common	Common	Windslash X
151000	Lancer	Common	Common	Charging Lunge X
151001	Lancer	Common	Common	Charging Lunge X
151030	Glaiver	Common	Common	Windslash X
151099	Glaiver	Common	Common	Windslash X
151100	Engineer	Common	Common	Replenishment XI
151100	Glaiver	Common	Common	Windslash XI
151130	Glaiver	Common	Common	Windslash XI
151199	Glaiver	Common	Common	Windslash XI
155100	Glaiver	Common	Common	Windslash I
155130	Glaiver	Common	Common	Windslash I
155200	Glaiver	Common	Common	Windslash II
155230	Glaiver	Common	Common	Windslash II
155300	Glaiver	Common	Common	Windslash III
155330	Glaiver	Common	Common	Windslash III
155400	Glaiver	Common	Common	Windslash IV
155430	Glaiver	Common	Common	Windslash IV
155500	Glaiver	Common	Common	Windslash V
155530	Glaiver	Common	Common	Windslash V
155600	Glaiver	Common	Common	Windslash VI
155630	Glaiver	Common	Common	Windslash VI
155700	Glaiver	Common	Common	Windslash VII
155730	Glaiver	Common	Common	Windslash VII
155800	Glaiver	Common	Common	Windslash VIII
155830	Glaiver	Common	Common	Windslash VIII
155900	Glaiver	Common	Common	Windslash IX
155930	Glaiver	Common	Common	Windslash IX
156000	Glaiver	Common	Common	Windslash X
156030	Glaiver	Common	Common	Windslash X
156100	Glaiver	Common	Common	Windslash XI
156130	Glaiver	Common	Common	Windslash XI
160100	Archer	Common	Common	Breakaway Bolt I
160100	Assassin	Common	Common	Death Blossom I
160100	Berserker	Common	Common	Fearsome Shout I
160100	Elementalist	Common	Common	Aura of the Tenacious
160100	Fighter	Common	Common	Flip Kick I
160100	Glaiver	Common	Common	Runeburst I
160100	Lancer	Common	Common	Second Wind I
160100	Priest	Common	Common	Shocking Implosion I
160100	Slayer	Common	Common	Fury Strike I
160100	Sorcerer	Common	Common	Painblast I
160100	Soulless	Common	Common	Shadow Reaping
160100	Warrior	Common	Common	Charging Slash I
160120	Glaiver	Common	Common	Runeburst I
160130	Glaiver	Common	Common	Runeburst I
160130	Priest	Common	Common	Shocking Implosion I
160199	Glaiver	Common	Common	Runeburst I
160200	Archer	Common	Common	Breakaway Bolt II
160200	Assassin	Common	Common	Death Blossom II
160200	Berserker	Common	Common	Fearsome Shout II
160200	Fighter	Common	Common	Flip Kick II
160200	Glaiver	Common	Common	Runeburst II
160200	Lancer	Common	Common	Second Wind II
160200	Priest	Common	Common	Shocking Implosion II
160200	Slayer	Common	Common	Fury Strike II
160200	Sorcerer	Common	Common	Painblast II
160200	Warrior	Common	Common	Charging Slash II
160220	Glaiver	Common	Common	Runeburst II
160230	Glaiver	Common	Common	Runeburst II
160230	Priest	Common	Common	Shocking Implosion II
160299	Glaiver	Common	Common	Runeburst II
160300	Archer	Common	Common	Breakaway Bolt III
160300	Assassin	Common	Common	Death Blossom III
160300	Berserker	Common	Common	Fearsome Shout III
160300	Fighter	Common	Common	Flip Kick III
160300	Glaiver	Common	Common	Runeburst III
160300	Lancer	Common	Common	Second Wind III
160300	Priest	Common	Common	Shocking Implosion III
160300	Slayer	Common	Common	Fury Strike III
160300	Sorcerer	Common	Common	Painblast III
160300	Warrior	Common	Common	Charging Slash III
160320	Glaiver	Common	Common	Runeburst III
160330	Glaiver	Common	Common	Runeburst III
160330	Priest	Common	Common	Shocking Implosion III
160399	Glaiver	Common	Common	Runeburst III
160400	Archer	Common	Common	Breakaway Bolt IV
160400	Assassin	Common	Common	Death Blossom IV
160400	Berserker	Common	Common	Fearsome Shout IV
160400	Fighter	Common	Common	Flip Kick IV
160400	Glaiver	Common	Common	Runeburst IV
160400	Lancer	Common	Common	Second Wind IV
160400	Priest	Common	Common	Shocking Implosion IV
160400	Slayer	Common	Common	Fury Strike IV
160400	Sorcerer	Common	Common	Painblast IV
160400	Warrior	Common	Common	Charging Slash IV
160410	Berserker	Common	Common	Fearsome Shout IV
160420	Berserker	Common	Common	Titanic Shout I
160420	Glaiver	Common	Common	Runeburst IV
160430	Glaiver	Common	Common	Runeburst IV
160430	Priest	Common	Common	Shocking Implosion IV
160499	Glaiver	Common	Common	Runeburst IV
160500	Archer	Common	Common	Breakaway Bolt V
160500	Fighter	Common	Common	Flip Kick V
160500	Glaiver	Common	Common	Runeburst V
160500	Lancer	Common	Common	Second Wind V
160500	Priest	Common	Common	Shocking Implosion V
160500	Sorcerer	Common	Common	Painblast V
160500	Warrior	Common	Common	Charging Slash V
160520	Glaiver	Common	Common	Runeburst V
160530	Glaiver	Common	Common	Runeburst V
160530	Priest	Common	Common	Shocking Implosion V
160599	Glaiver	Common	Common	Runeburst V
160600	Archer	Common	Common	Breakaway Bolt VI
160600	Fighter	Common	Common	Flip Kick VI
160600	Glaiver	Common	Common	Runeburst VI
160600	Lancer	Common	Common	Second Wind VI
160600	Priest	Common	Common	Shocking Implosion VI
160600	Sorcerer	Common	Common	Painblast VI
160600	Warrior	Common	Common	Charging Slash VI
160620	Glaiver	Common	Common	Runeburst VI
160630	Glaiver	Common	Common	Runeburst VI
160630	Priest	Common	Common	Shocking Implosion VI
160699	Glaiver	Common	Common	Runeburst VI
160700	Archer	Common	Common	Breakaway Bolt VII
160700	Fighter	Common	Common	Flip Kick VII
160700	Glaiver	Common	Common	Runeburst VII
160700	Lancer	Common	Common	Second Wind VII
160700	Priest	Common	Common	Shocking Implosion VII
160700	Sorcerer	Common	Common	Painblast VII
160700	Warrior	Common	Common	Charging Slash VII
160720	Glaiver	Common	Common	Runeburst VII
160730	Glaiver	Common	Common	Runeburst VII
160730	Priest	Common	Common	Shocking Implosion VII
160799	Glaiver	Common	Common	Runeburst VII
160800	Archer	Common	Common	Breakaway Bolt VIII
160800	Fighter	Common	Common	Flip Kick VIII
160800	Glaiver	Common	Common	Runeburst VIII
160800	Priest	Common	Common	Shocking Implosion VIII
160800	Sorcerer	Common	Common	Painblast VIII
160800	Warrior	Common	Common	Charging Slash VIII
160820	Glaiver	Common	Common	Runeburst VIII
160830	Glaiver	Common	Common	Runeburst VIII
160830	Priest	Common	Common	Shocking Implosion VIII
160899	Glaiver	Common	Common	Runeburst VIII
160900	Archer	Common	Common	Breakaway Bolt IX
160900	Fighter	Common	Common	Flip Kick IX
160900	Glaiver	Common	Common	Runeburst IX
160900	Priest	Common	Common	Shocking Implosion IX
160900	Sorcerer	Common	Common	Painblast IX
160900	Warrior	Common	Common	Charging Slash IX
160920	Glaiver	Common	Common	Runeburst IX
160930	Glaiver	Common	Common	Runeburst IX
160930	Priest	Common	Common	Shocking Implosion IX
160999	Glaiver	Common	Common	Runeburst IX
161000	Archer	Common	Common	Breakaway Bolt X
161000	Fighter	Common	Common	Flip Kick X
161000	Glaiver	Common	Common	Runeburst X
161000	Priest	Common	Common	Shocking Implosion X
161000	Warrior	Common	Common	Charging Slash X
161020	Glaiver	Common	Common	Runeburst X
161030	Glaiver	Common	Common	Runeburst X
161030	Priest	Common	Common	Shocking Implosion X
161099	Glaiver	Common	Common	Runeburst X
161100	Fighter	Common	Common	Flip Kick XI
161100	Glaiver	Common	Common	Runeburst XI
161100	Priest	Common	Common	Shocking Implosion XI
161110	Priest	Common	Common	Shocking Implosion XI
161111	Priest	Common	Common	Shocking Implosion XI
161120	Glaiver	Common	Common	Runeburst XI
161120	Priest	Common	Common	Shocking Implosion XI
161121	Priest	Common	Common	Shocking Implosion XI
161130	Glaiver	Common	Common	Runeburst XI
161199	Glaiver	Common	Common	Runeburst XI
161200	Glaiver	Common	Common	Runeburst XII
161220	Glaiver	Common	Common	Runeburst XII
161230	Glaiver	Common	Common	Runeburst XII
161299	Glaiver	Common	Common	Runeburst XII
165100	Glaiver	Common	Common	Runeburst I
165120	Glaiver	Common	Common	Runeburst I
165130	Glaiver	Common	Common	Runeburst I
165200	Glaiver	Common	Common	Runeburst II
165220	Glaiver	Common	Common	Runeburst II
165230	Glaiver	Common	Common	Runeburst II
165300	Glaiver	Common	Common	Runeburst III
165320	Glaiver	Common	Common	Runeburst III
165330	Glaiver	Common	Common	Runeburst III
165400	Glaiver	Common	Common	Runeburst IV
165420	Glaiver	Common	Common	Runeburst IV
165430	Glaiver	Common	Common	Runeburst IV
165500	Glaiver	Common	Common	Runeburst V
165520	Glaiver	Common	Common	Runeburst V
165530	Glaiver	Common	Common	Runeburst V
165600	Glaiver	Common	Common	Runeburst VI
165620	Glaiver	Common	Common	Runeburst VI
165630	Glaiver	Common	Common	Runeburst VI
165700	Glaiver	Common	Common	Runeburst VII
165720	Glaiver	Common	Common	Runeburst VII
165730	Glaiver	Common	Common	Runeburst VII
165800	Glaiver	Common	Common	Runeburst VIII
165820	Glaiver	Common	Common	Runeburst VIII
165830	Glaiver	Common	Common	Runeburst VIII
165900	Glaiver	Common	Common	Runeburst IX
165920	Glaiver	Common	Common	Runeburst IX
165930	Glaiver	Common	Common	Runeburst IX
166000	Glaiver	Common	Common	Runeburst X
166020	Glaiver	Common	Common	Runeburst X
166030	Glaiver	Common	Common	Runeburst X
166100	Glaiver	Common	Common	Runeburst XI
166120	Glaiver	Common	Common	Runeburst XI
166130	Glaiver	Common	Common	Runeburst XI
166200	Glaiver	Common	Common	Runeburst XII
166220	Glaiver	Common	Common	Runeburst XII
166230	Glaiver	Common	Common	Runeburst XII
170100	Archer	Common	Common	Web Arrow I
170100	Assassin	Common	Common	Attunement
170100	Elementalist	Common	Common	Teleport Jaunt
170100	Fighter	Common	Common	Rampage I
170100	Glaiver	Common	Common	Balder's Tears
170100	Lancer	Common	Common	Adrenaline Rush I
170100	Slayer	Common	Common	Headlong Rush I
170100	Sorcerer	Common	Common	Painful Trap I
170100	Soulless	Common	Common	Spirit Gallows
170100	Warrior	Common	Common	Vortex Slash I
170110	Soulless	Common	Common	Spirit Gallows
170199	Glaiver	Common	Common	Balder's Tears
170200	Archer	Common	Common	Web Arrow II
170200	Fighter	Common	Common	Rampage II
170200	Lancer	Common	Common	Adrenaline Rush II
170200	Slayer	Common	Common	Headlong Rush II
170200	Sorcerer	Common	Common	Painful Trap II
170200	Warrior	Common	Common	Vortex Slash II
170300	Archer	Common	Common	Web Arrow III
170300	Fighter	Common	Common	Rampage III
170300	Slayer	Common	Common	Headlong Rush III
170300	Sorcerer	Common	Common	Painful Trap III
170300	Warrior	Common	Common	Vortex Slash III
170400	Fighter	Common	Common	Rampage IV
170400	Slayer	Common	Common	Headlong Rush IV
170400	Sorcerer	Common	Common	Painful Trap IV
170400	Warrior	Common	Common	Vortex Slash IV
170500	Fighter	Common	Common	Rampage V
170500	Warrior	Common	Common	Vortex Slash V
170600	Fighter	Common	Common	Rampage VI
170600	Warrior	Common	Common	Vortex Slash VI
170700	Fighter	Common	Common	Rampage VII
170700	Warrior	Common	Common	Vortex Slash VII
