id	string
206819	Earth Essence Crystal
206820	Azure Essence Crystal
206821	Opal Essence Crystal
206822	Obsidian Essence Crystal
206823	Crimson Silex
206824	Earth Silex
206825	Azure Silex
206826	Opal Silex
206827	Obsidian Silex
206828	Celisium Fragment Bait
206829	Experimental Elinum
206830	Halluweed Petal
206831	Funky Fresh Fish
206832	Experimental Bait III
206833	Strange Fish
206834	Broken Bone Lure
206835	Sludge Fish
206836	Crane Flower Lure
206837	Silver Trout
206840	Crane Flower Juice
206841	Silver Trout Beer
206842	Special Emote: Greetings from an Angler
206843	Star Candy
206844	World's Funniest Jokes
206845	World's Funniest Jokes Vol. 2
206846	Fishing License
206847	Warriors of Kaiator!
206848	Ownerless Journal #3
206849	Exploring Velika
206850	Arunic Expeditions: Tuwangi Thorp
206851	Olivung's Cook like a Chef: Grilled Pigling
206852	Elenium's Shade
206853	Golden Bell
206854	Legacy Essence
206855	Naslow's Treasure Map: Left Half
206856	Naslow's Treasure Map: Right Half
206857	Naslow's Treasure Map [???]
206858	Naslow's Treasure Map [Aurum Road]
206859	Naslow's Treasure Map [Quarantine Zone]
206860	Naslow's Treasure Map [Archive Grounds]
206861	Naslow's Treasure Map [Citadel of Torment]
206862	Naslow's Treasure Map [Thrallhold]
206863	Hidden Gold Crate
206864	Hidden Silver Crate
206865	Hidden Wooden Crate
206866	Archetype Crafting Material Box
206867	Archetype Recipe Token
206868	Essence of the Nexus I
206869	Left Half of an Intelligence Report
206870	Right Half of an Intelligence Report
206871	Intelligence Report Revelation
206872	Intelligence Report [Screaming Snowfield]
206873	Naga Captain's Belongings
206874	Intelligence Report [Deathfrost Plains]
206875	Intelligence Report [Frost Wastes]
206876	Intelligence Report [Acarum]
206877	Intelligence Report [Mount Tyrannas]
206878	Intelligence Report [Adderkin Jungle]
206879	Intelligence Report [Ascension Valley]
206880	Intelligence Report [Brimstone Highlands]
206881	Intelligence Report [Jagged Coast]
206882	Intelligence Report [Grim Coast]
206883	Essence of the Nexus II
206884	Sea of Honor Voyage Map [Difficulty 1-4]
206889	Core Conundrum Fragment A
206890	Cipher Decryption Potion
206891	Core Conundrum Solution
206892	Core Conundrum Fragment B
206893	Core Conundrum Fragment C
206894	Gurgephobia Hammer
206895	Dixie's Treasure Chest [Difficulty 1]
206896	Dixie's Treasure Chest [Difficulty 2]
206897	Dixie's Treasure Chest [Difficulty 3]
206898	Dixie's Treasure Chest [Difficulty 4]
206899	Voyage of Honor Token
206900	Popori Bait
206901	Popo Bait
206902	Enhanced Mechanical Worm
206903	Mechanical Worm
206904	Rainbow Bait
206905	Dappled Bait
206906	Clover's Luck (1 Hour)
206907	Clover's Luck (30 Minutes)
206908	Clover's Luck (20 Minutes)
206909	Clover's Luck (10 Minutes)
206910	Companion Name Change Voucher
206911	Gifted Skill Change Voucher
206912	Evolution Core
206913	Companion List Expansion [5]
206914	Companion List Expansion [10]
206915	Pet Candy
206916	Moondrop Fragment
206917	[Lvl.65] Guardian Support Box
206918	[Lvl.66] Guardian Support Box
206919	[Lvl.67] Guardian Support Box
206920	[Lvl.68] Guardian Support Box
206921	[Lvl.69] Guardian Support Box
206922	[Lvl.70] Guardian Support Box
206923	Weapon Enchanting Scroll [Stormcry]
206924	Armor Enchanting Scroll [Stormcry]
206925	Guardian Gear Box
206926	Guardian Accessory Box
206927	Stormcry Gear Box
206928	Stormcry Weapon Box
206929	Stormcry Armor Box
206930	Stormcry Handwear Box
206931	Stormcry Footwear Box
206932	Guardian Battle Consumable Box
206933	Azart Weapon Box
206934	Azart Armor Box
206935	Azart Handwear Box
206936	Azart Footwear Box
206937	[Request Document] Clean up Macellarius Catacombs I
206938	[Request Document] Clean up Azart Hatchery I
206939	[Request Document] Clean up Macellarius Catacombs II
206940	[Request Document] Clean up Azart Hatchery II
206941	[Request Document] Clean up Macellarius Catacombs III
206942	[Request Document] Clean up Azart Hatchery III
206943	[Request Document] Clean up Macellarius Catacombs IV
206944	[Request Document] Clean up Azart Hatchery IV
206945	(Limited Duration) Extensive XP Tome [Sea of Honor]
206946	Exodor Weapon Enchanting Scroll [Rare]
206947	Exodor Armor Enchanting Scroll [Rare]
206948	Exodor Weapon Enchanting Scroll [Superior]
206949	Exodor Armor Enchanting Scroll [Superior]
206950	Exodor Superior Weapon Box
206951	Exodor Superior Body Armor Box
206952	Exodor Superior Hand Armor Box
206953	Exodor Superior Foot Armor Box
206954	Celestial Arena Box
206955	Exodor Scout Weapon Box
206956	Exodor Scout Body Armor Box
206957	Exodor Scout Hand Armor Box
206958	Exodor Scout Foot Armor Box
206959	Skill Advancement Tome (65-70)
206960	Zenobia's Breeze Crate
206961	Zenobia's Breeze
206962	Zuras's Enchantment Scroll (Weapon)
206963	Zuras's Enchantment Scroll (Armor)
206964	Amarun's Relic Box
206965	Ishara's Halidom Box
206966	Karas's Wisdom Box
206967	Amarun's Wisdom Box
206968	Amarun's Wisdom
206969	Luminous Mana Essence
206970	Exodor Weapon Random Box
206971	Exodor Armor Random Box
206972	Bespoke Exodor Weapon Random Box
206973	Bespoke Exodor Armor Random Box
206974	Dummy
206975	Battered Oath Token
206976	Zenobia's Breeze Crate
206977	Zenobia's Breeze
206978	Enhanced Zuras's Enchantment Scroll (Weapon)
206979	Enhanced Zuras's Enchantment Scroll (Armor)
206980	Lenarive&amp;#8217;s Rare Card Collection (Second)
206981	Lenarive&amp;#8217;s Rare Card Collection (First)
206982	Karas &amp; Dagon&amp;#8217;s Halidom Crate
206983	Elinu &amp; Tithus's Relic Crate
206984	Lenarive&amp;#8217;s Rare Card Collection Crate (Second)
206985	Lenarive&amp;#8217;s Rare Card Collection Crate (First)
206999	Partner: Thrall Egg Cocomin
207000	Partner: Cocomin (Uncommon)
207001	Partner: Loo (Uncommon)
207002	Partner: Loo (Rare)
207003	Partner: Loo (Superior)
207004	Care and Use of Your Pet Miss Kitty
207005	Care and Use of Your Pet Willoe
207006	Care and Use of Your Pet Dundee
207007	Care and Use of Your Pet Chef
207008	Care and Use of Your Pet Rocky
207009	Care and Use of Your Pet Madmartigan
207010	Care and Use of Your Pet Bam Bam
207011	Care and Use of Your Pet Bonzai
207012	Care and Use of Your Pet Addams
207013	Care and Use of Your Pet Clawd
207014	Care and Use of Your Pet Juicy
207015	Care and Use of Your Pet Flaps
207016	Care and Use of Your Pet Candyspinner
207017	Care and Use of Your Pet Candyspinner (7 Days)
207018	Care and Use of Your Pet Candyspinner (15 Days)
207019	Care and Use of Your Pet Candyspinner (30 Days)
207020	Care and Use of Your Pet Fetch
207021	Care and Use of Your Pet Fetch (7 Days)
207022	Care and Use of Your Pet Fetch (15 Days)
207023	Care and Use of Your Pet Fetch (30 Days)
207024	Care and Use of Your Pet Peddit
207025	Care and Use of Your Pet Peddit (7 Days)
207026	Care and Use of Your Pet Peddit (14 Days)
207027	Care and Use of Your Pet Dragonette
207028	Care and Use of Your Pet Dragonette (7 Days)
207029	Care and Use of Your Pet Dragonette (15 Days)
207030	Care and Use of Your Pet Dragonette (30 Days)
207031	Care and Use of Your Pet Ser Picks-a-lot
207032	Care and Use of Your Pet Ser Picks-a-lot (7 Days)
207033	Care and Use of Your Pet Ser Picks-a-lot (15 Days)
207034	Care and Use of Your Pet Ser Picks-a-lot (30 Days)
207035	Care and Use of Your Pet Rambo
207036	Care and Use of Your Pet Rambo (7 Days)
207037	Care and Use of Your Pet Rambo (15 Days)
207038	Care and Use of Your Pet Rambo (30 Days)
207039	Care and Use of Your Pet Carnivorous Plant
207040	Care and Use of Your Pet Carnivorous Plant (7 Days)
207041	Care and Use of Your Pet Carnivorous Plant (15 Days)
207042	Care and Use of Your Pet Carnivorous Plant (30 Days)
207043	Care and Use of Your Pet Prince
207044	Care and Use of Your Pet Prince (7 Days)
207045	Care and Use of Your Pet Prince (15 Days)
207046	Care and Use of Your Pet Prince (30 Days)
207047	Care and Use of Your Pet Totes
207048	Care and Use of Your Pet Totes (7 Days)
207049	Care and Use of Your Pet Totes (14 Days)
207050	Care and Use of Your Pet Cheeks
207051	Care and Use of Your Pet Cheeks (7 Days)
207052	Care and Use of Your Pet Cheeks (14 Days)
207053	Care and Use of Your Pet Caddy
207054	Care and Use of Your Pet Caddy (7 Days)
207055	Care and Use of Your Pet Caddy (14 Days)
207056	Care and Use of Your Pet Boo
207057	Care and Use of Your Pet Boo (7 Days)
207058	Care and Use of Your Pet Boo (15 Days)
207059	Care and Use of Your Pet Boo (30 Days)
207060	Care and Use of Your Pet Zero
207061	Care and Use of Your Pet Zero (7 Days)
207062	Care and Use of Your Pet Miss Katonic
207063	Care and Use of Your Pet Miss Katonic (7 Days)
207064	Care and Use of Your Pet Pinkie
207065	Care and Use of Your Pet Pinkie (7 Days)
207066	Care and Use of Your Pet Bonzai
207067	Care and Use of Your Pet Bonzai (7 Days)
207068	Care and Use of Your Pet Bonzai (14 Days)
207069	Care and Use of Your Pet Addams
207070	Care and Use of Your Pet Addams (7 Days)
207071	Care and Use of Your Pet Addams (14 Days)
207072	Care and Use of Your Pet Rusty
207073	Care and Use of Your Pet Rainie
207074	Care and Use of Your Pet Nugget
207075	Care and Use of Your Pet Nugget (7 Days)
207076	Care and Use of Your Pet Elisa
207077	Care and Use of Your Pet Dragonette
207078	Care and Use of Your Pet Dragonette (7 Days)
207079	Care and Use of Your Pet Dragonette (15 Days)
207080	Care and Use of Your Pet Dragonette (30 Days)
207081	Care and Use of Your Pet Golden Dragonette
207082	Care and Use of Your Pet Golden Dragonette (7 Days)
207083	Care and Use of Your Pet Golden Dragonette (15 Days)
207084	Care and Use of Your Pet Golden Dragonette (30 Days)
207085	Care and Use of Your Pet Ebon Dragonette
207086	Care and Use of Your Pet Ebon Dragonette (7 Days)
207087	Care and Use of Your Pet Ebon Dragonette (15 Days)
207088	Care and Use of Your Pet Ebon Dragonette (30 Days)
207089	Care and Use of Your Pet Fyre Dragonette
207090	Care and Use of Your Pet Fyre Dragonette (7 Days)
207091	Care and Use of Your Pet Fyre Dragonette (15 Days)
207092	Care and Use of Your Pet Fyre Dragonette (30 Days)
207093	Care and Use of Your Pet Jade Dragonette
207094	Care and Use of Your Pet Jade Dragonette (7 Days)
207095	Care and Use of Your Pet Jade Dragonette (15 Days)
207096	Care and Use of Your Pet Jade Dragonette (30 Days)
207097	Care and Use of Your Pet Silver Dragonette
207098	Care and Use of Your Pet Silver Dragonette (7 Days)
207099	Care and Use of Your Pet Silver Dragonette (15 Days)
207100	Care and Use of Your Pet Silver Dragonette (30 Days)
207101	Care and Use of Your Pet Power Golden Dragonette
207102	Care and Use of Your Pet Power Ebon Dragonette
207103	Care and Use of Your Pet Power Jade Dragonette
207104	Care and Use of Your Pet Power Fyre Dragonette
207105	Care and Use of Your Pet Power Silver Dragonette
207106	No EU license
207107	No EU license
207108	No EU license
207109	Care and Use of Your Pet Sakura Spirit
207110	Care and Use of Your Pet Dakuryon
207111	Care and Use of Your Pet Dakuryon (7 Days)
207112	Care and Use of Your Pet Dakuryon (14 Days)
207113	Care and Use of Your Pet Dakuryon (30 Days)
207114	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% HP)
207115	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% HP; 7 Days)
207116	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% HP; 14 Days)
207117	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% HP; 30 Days)
207118	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% MP)
207119	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% MP; 7 Days)
207120	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% MP; 14 Days)
207121	Care and Use of Your Pet Magus Imperator Dakuryon (large potion below 50% MP; 30 Days)
207122	Care and Use of Your Pet Magus Imperator Dakuryon (health potions below 30% HP)
207123	Care and Use of Your Pet Magus Imperator Dakuryon (health potions below 30% HP; 7 Days)
207124	Care and Use of Your Pet Magus Imperator Dakuryon (health potions below 30% HP; 14 Days)
207125	Care and Use of Your Pet Magus Imperator Dakuryon (health potions below 30% HP; 30 Days)
207126	Care and Use of Your Pet Magus Imperator Dakuryon (Infusion below 30% MP)
207127	Care and Use of Your Pet Magus Imperator Dakuryon (Infusion below 30% MP; 7 Days)
207128	Care and Use of Your Pet Magus Imperator Dakuryon (Infusion below 30% MP; 14 Days)
207129	Care and Use of Your Pet Magus Imperator Dakuryon (Infusion below 30% MP; 30 Days)
207130	Care and Use of Your Pet Wooley
207131	KR only
207132	KR only
207133	Care and Use of Your Pet Zero
207134	Care and Use of Your Pet Zero (7 Days)
207135	Care and Use of Your Pet Zero (14 Days)
207136	Care and Use of Your Pet Miss Katonic
207137	Care and Use of Your Pet Miss Katonic (7 Days)
207138	Care and Use of Your Pet Miss Katonic (14 Days)
207139	Care and Use of Your Pet Pinkie
207140	Care and Use of Your Pet Pinkie (7 Days)
207141	Care and Use of Your Pet Pinkie (14 Days)
207142	Care and Use of Your Pet Rusty
207143	Care and Use of Your Pet Rusty (7 Days)
207144	Care and Use of Your Pet Rusty (14 Days)
207145	Care and Use of Your Pet Rainie
207146	Care and Use of Your Pet Rainie (7 Days)
207147	Care and Use of Your Pet Rainie (14 Days)
207148	Care and Use of Your Pet Hanami
207149	Care and Use of Your Pet Hanami (7 Days)
207150	Care and Use of Your Pet Hanami (14 Days)
207151	Care and Use of Your Pet Hanami (30 Days)
207152	Care and Use of Your Pet Baldi
207153	Care and Use of Your Pet Baldi (7 Days)
207154	Care and Use of Your Pet Baldi (14 Days)
207155	Care and Use of Your Pet Baldi (30 Days)
207156	Care and Use of Your Pet Power Hanami
207157	Care and Use of Your Pet Power Hanami (7 Days)
207158	Care and Use of Your Pet Power Hanami (14 Days)
207159	Care and Use of Your Pet Power Hanami (30 Days)
207160	Care and Use of Your Pet Power Baldi
207161	Care and Use of Your Pet Power Baldi (7 Days)
207162	Care and Use of Your Pet Power Baldi (14 Days)
207163	Care and Use of Your Pet Power Baldi (30 Days)
207164	Care and Use of Your Pet Bonzai (7 Days)
207165	Care and Use of Your Pet Bonzai (14 Days)
207166	Care and Use of Your Pet Addams (7 Days)
207167	Care and Use of Your Pet Addams (14 Days)
207168	Partner: Kuncun (Uncommon)
207169	Partner: Kuncun (Rare)
207170	Partner: Kuncun (Superior)
207171	Partner: Cocomin (Uncommon)
207172	Partner: Cocomin (Rare)
207173	Partner: Cocomin (Superior)
207174	Stamp: Under Fire
207175	Stamp: Under Fire
207176	Stamp: Under Fire
207177	Stamp: Under Fire
207178	Stamp: Under Fire
207179	Stamp: Under Fire
207180	Stamp: Under Fire
207181	Stamp: Under Fire
207182	Stamp: Under Fire
207183	Stamp: Under Fire
207184	Stamp: Under Fire
207185	Stamp: Under Fire
207186	Stamp: Action Hero
207187	Stamp: Action Hero
207188	Stamp: Action Hero
207189	Stamp: Action Hero
207190	Stamp: Action Hero
207191	Stamp: Action Hero
207192	Stamp: Action Hero
207193	Stamp: Action Hero
207194	Stamp: Action Hero
207195	Stamp: Action Hero
207196	Stamp: Action Hero
207197	Stamp: Action Hero
207198	Care and Use of Your Pet Chicken Dinner Dakuryon
207199	Care and Use of Your Pet PlayerUnknown's Power Popori (large potion below 30% HP)
207200	Care and Use of Your Pet PlayerUnknown's Popori
207201	Care and Use of Your Pet Chicken Dinner Dakuryon
207202	Care and Use of Your Pet PlayerUnknown's Power Popori (large potion below 30% HP)
207203	Care and Use of Your Pet PlayerUnknown's Popori
207204	Care and Use of Your Pet Chicken Dinner Dakuryon
207205	Care and Use of Your Pet PlayerUnknown's Power Popori (large potion below 30% HP)
207206	Care and Use of Your Pet PlayerUnknown's Popori
207207	Golden Rod (1 Hour)
207208	First Fishing Foray (2 Hours)
207209	Titan Emblem
207210	Partner: Elo (Uncommon)
207211	Partner: Elo (Rare)
207212	Partner: Elo (Superior)
207213	Partner: Rico (Uncommon)
207214	Partner: Rico (Rare)
207215	Partner: Rico (Superior)
207216	Adventure Coin (200)
207217	[Event] Moon Bunny Token
207218	100% Reputation Boost (15 Days)
207219	100% Reputation Boost (30 Days)
207220	[Event] Christmas Toy
207221	Flying Skill: Noelle
207222	Riding Skill: Charitable Wintera Snowbite
207223	Riding Skill: Charitable Snowbite
207224	Riding Skill: Cheerful Wintera Christmas Kumas
207225	Riding Skill: Polar Bear
207226	[Special] Steamed Invigorating Kirashi
207227	[Special] Steamed Stimulating Kirashi
207228	[Event] Santa's Toy Key
207229	[Event] Santa's Toy Chest
207230	[Event] Santa's Giant Toy Chest
207231	[Event] Christmas Map Fragment
207232	[Event] Christmas Map Left Half
207233	[Event] Christmas Map Right Half
207234	[Event] Christmas Map [???]
207235	[Event] Christmas Map [Mount Tyrannas]
207236	[Event] Christmas Map [Howling Glacier]
207237	[Event] Christmas Map [Scorched Snowfield]
207238	[Event] Santa's Christmas Map Chest
207239	Generous Christmas Gift
207240	Colorful Christmas Gift
207241	Tiny Christmas Gift
207242	Care and Use of Your Pet Sparky
207243	Care and Use of Your Pet Sparky (7 Days)
207244	Care and Use of Your Pet Sparky (15 Days)
207245	Care and Use of Your Pet Sparky (30 Days)
207246	Care and Use of Your Pet Shadow
207247	Care and Use of Your Pet Shadow (7 Days)
207248	Care and Use of Your Pet Shadow (15 Days)
207249	Care and Use of Your Pet Shadow (30 Days)
207250	Care and Use of Your Pet Spook
207251	Care and Use of Your Pet Spook (7 Days)
207252	Care and Use of Your Pet Spook (15 Days)
207253	Care and Use of Your Pet Spook (30 Days)
207254	Triumph Token
207255	(Random) Radiant Exodor Body Armor Box
207256	(Random) Radiant Exodor Hand Armor Box
207257	(Random) Radiant Exodor Foot Armor Box
207258	(Random) Radiant Exodor Weapon Box
207259	(Random) Radiant Superior Relic/Halidom Box
207260	(Random) Radiant Rare Relic/Halidom Box
207261	Battered Oath Exchange Token
207262	(Random) Legacy Essence Box
207263	Exodor 0-9 Enchanting Scroll [Superior]
207264	(Random) Luminous Exodor Body Armor Box
207265	(Random) Luminous Exodor Hand Armor Box
207266	(Random) Luminous Exodor Foot Armor Box
207267	(Random) Luminous Exodor Weapon Box
207268	(Random) Luminous Superior Relic/Halidom Box
207269	(Random) Luminous Rare Relic/Halidom Box
207270	Heroic Oath Enchantment Scroll (1%)
207271	Broken Exodor Weapon Box
207272	Rough Exodor Weapon Box
207273	Radiant Exodor Weapon Box
207274	Luminous Exodor Weapon Box
207275	Broken Exodor Body Armor Box
207276	Rough Exodor Body Armor Box
207277	Radiant Exodor Body Armor Box
207278	Luminous Exodor Body Armor Box
207279	Broken Exodor Hand Armor Box
207280	Rough Exodor Hand Armor Box
207281	Radiant Exodor Hand Armor Box
207282	Luminous Exodor Hand Armor Box
207283	Broken Exodor Foot Armor Box
207284	Rough Exodor Foot Armor Box
207285	Radiant Exodor Foot Armor Box
207286	Luminous Exodor Foot Armor Box
207287	Forgeheart Jackpot Box
207288	Forgeheart Weapon Box
207289	Forgeheart Restorative Elixir
207290	Forgeheart Superior Noctenium Elixir
207291	Federation Supply: [Special] Refreshing Steamed Kirash
207292	Federation Supply: [Special] Astonishing Steamed Kirash
207293	Federation Supply: Weapon Etching: Energetic IV
207294	Forgeheart Letter 'T'
207295	Forgeheart Letter 'E'
207296	Forgeheart Letter 'R'
207297	Forgeheart Letter 'A'
207298	Forgeheart Letter Key
207299	Forgeheart Token
207300	Forgeheart Endgame Box
207301	Level 70 Scroll
207302	Federation Supply: Fortified Dragon Silk Inner Armor
207303	Federation Supply: Guardian Mask
207304	Day 1 Infinity Coin Box
207305	Day 2 Infinity Coin Box
207306	Day 3 Infinity Coin Box
207307	Day 4 Infinity Coin Box
207308	Day 5 Infinity Coin Box
207309	Day 6 Infinity Coin Box
207310	Day 7 Infinity Coin Box
207311	Day 8 Enchanting Scroll Crate
207312	Day 9 Enchanting Scroll Crate
207313	Day 10 Enchanting Scroll Crate
207314	Day 11 Enchanting Scroll Crate
207315	Day 12 Enchanting Scroll Crate
207316	Day 13 Enchanting Scroll Crate
207317	Day 14 Enchanting Scroll Crate
207318	Forgeheart Day 1 Infinity Coin
207319	Forgeheart Day 2 Infinity Coin
207320	Forgeheart Day 3 Infinity Coin
207321	Forgeheart Day 4 Infinity Coin
207322	Forgeheart Day 5 Infinity Coin
207323	Forgeheart Day 6 Infinity Coin
207324	Forgeheart Day 7 Infinity Coin
207325	Forgeheart Superior Enchanting Scroll
207326	Forgeheart Letter Box
207327	Battleground Victory Certificate
207328	Battered Oath Exchange Token
207329	Exodor 0-9 Enchanting Scroll [Superior]
207330	Heroic Oath Enchantment Scroll (1%)
207331	[+9 or below] 50% Weapon Enchanting Scroll (Superior)
207332	[+9 or below] 100% +10 Enchanting Scroll (Weapon)
207333	[+9 or below] 100% +10 Enchanting Scroll (Armor)
207334	[+9 or below] 100% +10 Enchanting Scroll (Hand Armor)
207335	[+9 or below] 100% +10 Enchanting Scroll (Foot Armor)
207336	[+11 or below] 10% Enchanting Scroll (Weapon)
207337	[+11 or below] 10% Enchanting Scroll (Armor)
207338	[+11 or below] 10% Enchanting Scroll (Hand Armor)
207339	[+11 or below] 10% Enchanting Scroll (Foot Armor)
207340	[Random] Exodor Superior Box (Weapon)
207341	[Random] Exodor Superior Box (Armor)
207342	[Random] Exodor Superior Box (Hand Armor)
207343	[Random] Exodor Superior Box (Foot Armor)
207344	Karas's Halidom Box II
207345	Karas's Halidom Box III
207346	Elinu's Avatar Mote Box II
207347	Elinu's Avatar Mote Box III
207348	[1 Option] Exodor Superior Box (Weapon)
207349	[1 Option] Exodor Superior Box (Armor)
207350	[1 Option] Exodor Superior Box (Hand Armor)
207351	[1 Option] Exodor Superior Box (Foot Armor)
207352	[2 Option] Exodor Superior Box (Weapon)
207353	[2 Option] Exodor Superior Box (Armor)
207354	[2 Option] Exodor Superior Box (Hand Armor)
207355	[2 Option] Exodor Superior Box (Foot Armor)
207356	[3 Option] Exodor Superior Box (Weapon)
207357	[3 Option] Exodor Superior Box (Armor)
207358	[3 Option] Exodor Superior Box (Hand Armor)
207359	[3 Option] Exodor Superior Box (Foot Armor)
207360	Skill Advancement Tome (2,000,000)
207361	Partner: RK-9 (Rare)
207362	Partner: RK-9 (Superior)
207400	Lightfast Duranium Twin Swords
207401	Lightfast Duranium Lance
207402	Lightfast Duranium Greatsword
207403	Lightfast Duranium Axe
207404	Lightfast Duranium Disc
207405	Lightfast Duranium Bow
207406	Lightfast Duranium Staff
207407	Lightfast Duranium Scepter
207408	Lightfast Duranium Scythes
207409	Lightfast Duranium Arcannon
207410	Lightfast Duranium Powerfists
207411	Lightfast Duranium Shuriken
207412	Lightfast Duranium Runeglaive
207413	Lightfast Duranium Hauberk
207414	Lightfast Duranium Cuirass
207415	Lightfast Duranium Robe
207416	Lightfast Duranium Gauntlet
207417	Lightfast Duranium Gloves
207418	Lightfast Duranium Sleeves
207419	Lightfast Duranium Greaves
207420	Lightfast Duranium Boots
207421	Lightfast Duranium Shoes
207422	Glorious Duranium Twin Swords
207423	Glorious Duranium Lance
207424	Glorious Duranium Greatsword
207425	Glorious Duranium Axe
207426	Glorious Duranium Disc
207427	Glorious Duranium Bow
207428	Glorious Duranium Staff
207429	Glorious Duranium Scepter
207430	Glorious Duranium Scythes
207431	Glorious Duranium Arcannon
207432	Glorious Duranium Powerfists
207433	Glorious Duranium Shuriken
207434	Glorious Duranium Runeglaive
207435	Glorious Duranium Hauberk
207436	Glorious Duranium Cuirass
207437	Glorious Duranium Robe
207438	Glorious Duranium Gauntlets
207439	Glorious Duranium Gloves
207440	Glorious Duranium Sleeves
207441	Glorious Duranium Greaves
207442	Glorious Duranium Boots
207443	Glorious Duranium Shoes
207444	Processed Duranium Medallion
207445	Glorious Duranium Medallion
207446	Design: Duranium Medallion
207447	Refining Design: Duranium Ore
207448	Refining Design: Flawless Duranium Ore
207449	Refining Design: Glorious Duranium Ore
207450	Design: Duranium Crystal
207451	Design: Flawless Duranium Crystal
207452	Design: Glorious Duranium Crystal
207453	Duranium Ore
207454	Flawless Duranium Ore
207455	Glorious Duranium Ore
207456	Duranium Crystal
207457	Flawless Duranium Crystal
207458	Glorious Duranium Crystal
207459	Duranium Shard Fragment
207460	Duranium Essence Crystal
207461	Courageous Fragment
207462	Federation Supply: Elixir
207463	Federation Supply: Superior Noctenium Elixir
207464	Federation Supply: [Special] Refreshing Steamed Kirash
207465	Federation Supply: [Special] Astonishing Steamed Kirash
207466	Superior Enchanting Scroll
207467	Superior Enchanting Scroll
207468	Superior Enchanting Scroll
207469	Level 70 Scroll Box
207470	Level 70 Scroll Box
207471	Level 70 Scroll Box
207472	Level 70 Scroll
207473	Level 70 Scroll
207474	Level 70 Scroll
207475	Federation Supply: Azart Equipment Ticket
207476	Federation Supply: Azart Equipment Ticket
207477	Federation Supply: Azart Equipment Ticket
207478	[Federation Supply] Weapon Etching: Energetic IV
207479	[Federation Supply] Handwear Etching: Energetic IV
207480	[Federation Supply] Body Armor Etching: Grounded IV
207481	[Federation Supply] Footwear Etching: Grounded IV
207482	[Event] Refined Golden Dimension Fragment
207483	[Event] Refined Dual Dimensional Fragment
207484	[Event] Sealed Land Champion Medal
207485	[Event] +11 Enchanting Scroll [+10 or below]
207486	[Event] 50% Enchantment Scroll [+10 or below]
207487	[Event] Greedhead's Option Change Scroll [Weapon]
207488	[Event] Greedhead's Option Change Scroll [Body Armor]
207489	[Event] Greedhead's Option Change Scroll [Hand Armor]
207490	[Event] Greedhead's Option Change Scroll [Foot Armor]
207491	[Event] Dimensional Fragment Essence
207496	[Event] Mission: Defeat Underworld Shadow
207497	[Event] Mission: Defeat Underworld Nightmare
207498	[Event] Mission: Defeat Underworld Devil
207499	Partner Adventure Ticket
207500	Legacy Essence Fragment
207501	Pet Snack [Common]
207502	Pet Snack [Uncommon]
207503	Pet Snack [Rare]
207504	Pet Snack [Superior]
207505	[Event] Serghetto's Safeguard (50%) (Day 7)
207506	Superior Exodor Double Option Box (Body Armor)
207507	Superior Exodor Double Option Box (Hand Armor)
207508	[Event] Double Option Foot Armor Cube (Untradable)
207509	[Event] Double Option Body Armor Cube (Untradable)
207510	[Event] Double Option Hand Armor Cube (Untradable)
207511	Superior Exodor Double Option Box (Foot Armor)
207512	Red Refuge Treasure
207513	Argog's Treasure
207514	Cobseed Bundle
207515	Veridia Plant Bundle
207516	Mushroom Cap Bundle
207517	Moongourd Pulp Bundle
207518	Apple Bundle
207519	Cobala Ore Bundle
207520	Shadmetal Ore Bundle
207521	Xermetal Ore Bundle
207522	Misrile Ore Bundle
207523	Galborne Ore Bundle
207524	Crimson Essence Bundle
207525	Earth Essence Bundle
207526	Azure Essence Bundle
207527	Opal Essence Bundle
207528	Obsidain Essence Bundle
207529	Dark Shards Bundle
207530	Corrupted Skynest Treasure
207531	Nightmare Kelsaik's Treasure
207532	Weapon Enchantment Scroll (30%, up to level +11)
207533	Armor Enchantment Scroll (30%, up to level +11)
207534	Gloves Enchantment Scroll (30%, up to level +11)
207535	Shoes Enchantment Scroll (30%, up to level +11)
207536	Weapon Enchantment Scroll (50%, up to level +11)
207537	Armor Enchantment Scroll (50%, up to level +11)
207538	Gloves Enchantment Scroll (50%, up to level +11)
207539	Shoes Enchantment Scroll (50%, up to level +11)
207540	Weapon Enchantment Scroll (90%, up to level +11)
207541	Armor Enchantment Scroll (90%, up to level +11)
207542	Gloves Enchantment Scroll (90%, up to level +11)
207543	Shoes Enchantment Scroll (90%, up to level +11)
207544	Elin Gold Coin (500 Gold)
207545	XP Gift (500,000,000)
207546	Multi-Nostrum
207547	All That Glitters Box
207577	Weapon Enchantment Scroll (10%, up to level +11)
207578	Armor Enchantment Scroll (10%, up to level +11)
207579	Gloves Enchantment Scroll (10%, up to level +11)
207580	Shoes Enchantment Scroll (10%, up to level +11)
207581	Big Bear Bag Ticket
207582	Dungeon Token
